id,name,unique_name,ipl_debut,specialization,date_of_birth,matches,nationality
fccf5309,PA Desai,PA Desai,,,,,
79aad751,PADLR Sandakan,PADLR Sandakan,,,,,
03252e44,PA Jaques,PA Jaques,,,,,
f14c62e4,PA Nixon,PA Nixon,,,,,
e32d22f6,Pankaj Singh,Pankaj Singh,2008,Bowler,06 May 1985,17,Indian
005f0561,Panna Ghosh,Panna Ghosh,,,,,
b5da6c24,Parthiv Patel,PA Patel,2008,Wicketkeeper Batter,09 March 1985,139,Indian
2461eef2,Akshath Reddy,PA Reddy,2012,Batter,11 February 1991,12,Indian
5f75a7c5,PARP Perera,PARP Perera,,,,,
9170ff49,Parveez Rasool,Parvez Rasool,2013,Bowling All-rounder,13 February 1989,11,Indian
b319df8c,PAS McSween,PAS McSween,,,,,
4557dc54,PA van Meekeren,PA van Meekeren,,,,,
1a0c3177,Parvinder Awana,P Awana,2012,Bowler,19 July 1986,33,Indian
6c882e9a,PBB Rajapaksa,PBB Rajapaksa,,,,,
bb20e182,P Burger,P Burger,,,,,
b40ee8a8,PC de Silva,PC de Silva,,,,,
8ac93ca2,Prashant Chopra,P Chopra,,Wicketkeeper Batter,07 October 1992,1,Indian
71440756,P Coughlin,P Coughlin,,,,,
25eeb281,Paul Valthaty,PC Valthaty,2009,Batter,07 December 1983,23,Indian
a386e91b,Paul Collingwood,PD Collingwood,2010,All-rounder,26 May 1976,8,English
2728e7e9,Paras Dogra,P Dogra,2010,Batter,19 November 1984,13,Indian
3d284ca3,PD Salt,PD Salt,,,,,
93e06301,PD Trego,PD Trego,,,,,
ed5a5510,Pravin Dubey,P Dubey,2020,Bowler,01 July 1993,4,Indian
10a2a1ff,PG Fulton,PG Fulton,,,,,
4958ad5f,PG Raut,PG Raut,,,,,
08548b13,PHKD Mendis,PHKD Mendis,,,,,
ef6aea67,PHT Kaushal,PHT Kaushal,,,,,
57e7ec56,Pinak Ghosh,Pinak Ghosh,,,,,
57590dbb,PI Walter,PI Walter,,,,,
ded9240e,Pat Cummins,PJ Cummins,2014,Bowler,08 May 1993,58,Australian
004c9e85,Phil Hughes,PJ Hughes,,N/A,30 November 1988,0,Australian
f32d890a,PJ Malan,PJ Malan,,,,,
a1d3540a,PJ Moor,PJ Moor,,,,,
27cc4361,PJ Ongondo,PJ Ongondo,,,,,
9fc0ef64,Pradeep Sangwan,PJ Sangwan,2008,Bowler,05 November 1990,42,Indian
4025c262,PJ van Biljon,PJ van Biljon,,,,,
8c2aa0f9,PKD Chase,PKD Chase,,,,,
bb965e9a,Priyam Garg,PK Garg,2020,Batter,30 November 2000,23,Indian
12c3ba4d,P Khadka,P Khadka,,,,,
e938e1bc,Praveen Kumar,P Kumar,2008,Bowler,02 October 1986,119,Indian
0859862f,PLM Jayaratne,PLM Jayaratne,,,,,
a56f4b65,PL Mommsen,PL Mommsen,,,,,
08bae9d5,PLS Gamage,PLS Gamage,,,,,
a22fb7b5,PM Nevill,PM Nevill,,,,,
b529630e,PM Pushpakumara,PM Pushpakumara,,,,,
abbdca1a,PM Seelaar,PM Seelaar,,,,,
bd93fea4,PM Siddle,PM Siddle,,,,,
1b3718d2,PM Weerakkody,PM Weerakkody,,,,,
f62772e5,Pawan Negi,P Negi,2012,Bowling All-rounder,06 January 1983,50,Indian
8ee36b18,P Nissanka,P Nissanka,,,,,
d0bb40b8,Poonam Yadav,Poonam Yadav,,N/A,24 August 1991,0,Indian
0c432afb,Prasanth Parameswaran DUPLICATE,P Parameswaran,,N/A,30 May 1985,8,
98ae73b1,Piyush Chawla,PP Chawla,2008,Bowler,24 December 1988,192,Indian
6c6591ab,Pragyan Ojha,PP Ojha,2008,Bowler,05 September 1986,92,Indian
8b3e9c7c,Prithvi Shaw,PP Shaw,2018,Batter,09 November 1999,79,Indian
441c72ae,Prayas Ray Barman,P Ray Barman,,Bowling Allrounder,25 October 2002,1,Indian
1efd12d1,PR Brown,PR Brown,,,,,
d587790d,Prem Tamang,Prem Tamang,,,,,
cf494ffe,PR Stirling,PR Stirling,,,,,
9a0146b3,Pradeep Sahu,P Sahu,,Batter,21 August 1985,5,Indian
9418198b,Prabhsimran Singh,P Simran Singh,2019,Wicketkeeper Batter,10 August 2000,34,Indian
dd9de7ad,P Sisodiya,P Sisodiya,,,,,
c4d740b3,PS Masvaure,PS Masvaure,,,,,
ada15e88,Peter Handscomb,PSP Handscomb,,N/A,26 April 1991,2,Australian
8d887a02,Priya Punia,PS Punia,,N/A,06 August 1996,0,Indian
cedc1d9a,Pawan Suyal,P Suyal,2013,Bowler,15 October 1989,5,Indian
9de271ef,P Utseya,P Utseya,,,,,
8026ea72,Pooja Vastrakar,P Vastrakar,,N/A,25 September 1999,0,Indian
327b58d3,Dushmantha Chameera,PVD Chameera,,Bowler,11 January 1992,13,Sri Lankan
6aed7e79,Pravin Tambe,PV Tambe,2013,All-rounder,08 October 1971,33,Indian
c96f6ac5,PWA Mulder,PWA Mulder,,,,,
91052c96,PW Borren,PW Borren,,,,,
a97c8ec2,Wanindu Hasaranga,PWH de Silva,2021,All-rounder,29 July 1997,26,Sri Lankan
9ac1dc9f,Qadeer Ahmed,Qadeer Ahmed,,,,,
8d5d991e,Qais Ahmad,Qais Ahmad,,,,,
e59ec361,Qaisar Abbas,Qaisar Abbas,,,,,
372455c4,Quinton de Kock,Q de Kock,2013,Wicketkeeper Batter,17 December 1992,107,South African
d6164dc0,Q Joseph,Q Joseph,,,,,
b3c04ccb,QWM Gunning,QWM Gunning,,,,,
9211d267,Rafatullah Mohmand,Rafatullah Mohmand,,,,,
a63775d6,Rahat Ali,Rahat Ali,,,,,
0bacade8,Rahmanullah Gurbaz,Rahmanullah Gurbaz,,,,,
f9c29fcd,Rahmat Shah,Rahmat Shah,,,,,
891b9757,Rahul Batham,Rahul Batham,,,,,
fe93fd9d,Ravindra Jadeja,RA Jadeja,2008,All-rounder,06 December 1988,240,Indian
b5a0a844,Rajbir Singh,Rajbir Singh,,,,,
6daf5e8c,RAJ Smith,RAJ Smith,,,,,
be85b12d,RA Lewis,RA Lewis,,,,,
65be8bb2,RA Lewis,Ramaal Lewis,,,,,
d5eb8b84,RA Mair,RA Mair,,,,,
e045c165,Rameez Shahzad,Rameez Shahzad,,,,,
f4a9e5a1,R Anders,R Anders,,,,,
17efdeb8,Raqibul Hasan,Raqibul Hasan,,,,,
d7725664,RA Reifer,RA Reifer,,,,,
5f547c8b,Rashid Khan,Rashid Khan,2017,Bowler,20 September 1998,121,Afghan
495d42a5,Ravichandran Ashwin,R Ashwin,2009,Bowling All-rounder,17 September 1986,212,Indian
b8527c3d,Rasikh Salam,Rasikh Salam,,Bowler,05 April 2000,11,Indian
2f28dc94,RAS Lakmal,RAS Lakmal,,,,,
978bd738,RA Stevenson,RA Stevenson,,,,,
77255a9e,Rahul Tripathi,RA Tripathi,2017,Batter,02 March 1991,95,Indian
df064e1a,Ravi Bishnoi,Ravi Bishnoi,2020,Bowler,05 September 2000,66,Indian
d346d939,RA Whiteley,RA Whiteley,,,,,
4f7279a4,Raza Hasan,Raza Hasan,,,,,
33a364a6,Rajat Bhatia,R Bhatia,2008,All-rounder,22 October 1979,95,Indian
f939ffa9,RC Davies,RC Davies,,,,,
0ef64bba,R Chandrika,R Chandrika,,,,,
8728a058,R Clarke,R Clarke,,,,,
e21bc7f3,RD Berrington,RD Berrington,,,,,
2ed569a0,Rahul Chahar,RD Chahar,2017,Bowler,04 August 1999,78,Indian
45a43fe2,Ruturaj Gaikwad,RD Gaikwad,2020,Batter,31 January 1997,66,Indian
26a85969,Rishi Dhawan,R Dhawan,2013,All-rounder,19 February 1990,39,Indian
393f2ae3,RD John,RD John,,,,,
fbc5c0c6,RDM Leverock,RDM Leverock,,,,,
0184dc35,Rahul Dravid,R Dravid,2008,Batter,11 January 1973,89,Indian
18c78b11,Richard Levi,RE Levi,,Batter,14 January 1988,6,South African
87107d23,RE McLean,RE McLean,,,,,
05c2ca46,Roelof van der Merwe,RE van der Merwe,2009,All-rounder,31 December 1984,21,Dutch
ad212f96,RF Higgins,RF Higgins,,,,,
8b248d88,Robbie Frylinck,R Frylinck,,N/A,27 September 1984,0,South African
b2b23612,Ronit More,RG More,2012,Bowler,11 February 1992,2,Indian
740742ef,Rohit Sharma,RG Sharma,2008,Batter,30 April 1987,257,Indian
9b6ad88a,R Gunasekera,R Gunasekera,,,,,
93a583c3,RH Candy,RH Candy,,,,,
e6f0408a,RH Priest,RH Priest,,,,,
e22d3b5c,RI Keogh,RI Keogh,,,,,
ad3940a5,Ritu Moni,Ritu Moni,,,,,
3a026eb4,Rizwan Cheema,Rizwan Cheema,,,,,
29e8a62e,RJ Burns,RJ Burns,,,,,
f6993a56,RJ Campbell,RJ Campbell,,,,,
734344b3,Subhranshu Senapati,RJ Das,,Batter,30 December 1996,0,Indian
12eddf28,Ryan Harris,RJ Harris,2009,Bowler,11 October 1979,37,Australian
8d8c24fd,RJ Nicol,RJ Nicol,,,,,
26ff4c29,Robin Peterson,RJ Peterson,2012,Bowler,04 August 1979,5,South African
23ac69e6,Rob Quiney,RJ Quiney,,N/A,20 August 1982,7,Australian
14373322,RJ Sayer,RJ Sayer,,,,,
9dca07d7,RJ Sidebottom,RJ Sidebottom,,,,,
8db7f47f,RJW Topley,RJW Topley,,,,,
b63e358a,Ricky Bhui,RK Bhui,2018,Wicketkeeper Batter,29 September 1996,4,Indian
7955eb15,RK Kleinveldt,RK Kleinveldt,,,,,
57a45277,RK Parwin,RK Parwin,,,,,
1a3cc554,RK Paudel,RK Paudel,,,,,
0a509d6b,Rinku Singh,RK Singh,2017,Batter,12 October 1997,46,Indian
977069a5,RK Weerasundara,RK Weerasundara,,,,,
5a892f36,RLB Rambukwella,RLB Rambukwella,,,,,
3feda4fa,RL Chase,RL Chase,,,,,
e149d0ae,RL Grundy,RL Grundy,,,,,
d7c6b0fb,RL Haynes,RL Haynes,,,,,
e13f5984,R Malhotra,R Malhotra,,,,,
c654af19,Ryan McLaren,R McLaren,,All-rounder,09 February 1983,18,South African
4ed7d23f,RM Farrell,RM Farrell,,,,,
721e0199,Richa Ghosh,RM Ghosh,,N/A,28 September 2003,0,Indian
27159c6a,RM Haq,RM Haq,,,,,
2e966563,RM Hira,RM Hira,,,,,
7fa2ab1f,RML Taylor,RML Taylor,,,,,
29e676b0,R Moonsamy,R Moonsamy,,,,,
c740ea83,Rajat Patidar,RM Patidar,2021,Batter,01 June 1993,27,Indian
8f7a598f,RMS Eranga,RMS Eranga,,,,,
f4d6a5b0,R Murray,R Murray,,,,,
5fef85ee,R Mutumbami,R Mutumbami,,,,,
3581a798,RM Yates,RM Yates,,,,,
6e3f5a5c,R Ngarava,R Ngarava,,,,,
4ec07775,Ryan ten Doeschate,RN ten Doeschate,2011,All-rounder,30 June 1980,29,Dutch
d876610c,Robiul Islam,Robiul Islam,,,,,
d1988788,Rohan Mustafa,Rohan Mustafa,,,,,
d1eaad59,RO Magarira,RO Magarira,,,,,
416881d1,ROO Jordan,ROO Jordan,,,,,
8b6c33d0,R Padunglerd,R Padunglerd,,,,,
04a418e8,Riyan Parag,R Parag,2019,Batter,10 November 2001,70,Indian
cccdde80,RP Arnold,RP Arnold,,,,,
b08252b8,RP Burl,RP Burl,,,,,
ad8cb396,RP Jones,RP Jones,,,,,
64775749,Riley Meredith,RP Meredith,,Bowler,21 June 1996,18,Australian
650d5e49,Rovman Powell,R Powell,2022,Batter,23 July 1993,27,West Indian
c3d1402f,RP Singh,RP Singh,2008,Bowler,06 December 1985,82,Indian
6c3aef71,Radha Yadav,RP Yadav,,N/A,21 April 2000,0,Indian
d68e7f48,Ravi Rampaul,R Rampaul,,Bowler,15 October 1984,12,West Indian
ba5e1069,R Ravindra,R Ravindra,,,,,
7d3720ba,Raju Bhatkal,RR Bhatkal,2012,All-rounder,01 September 1985,1,Indian
e7de4f6b,RR Emrit,RR Emrit,,,,,
b8cc58c9,RR Hendricks,RR Hendricks,,,,,
ee3ad356,R Rijal,R Rijal,,,,,
2742086d,RR O'Donnell,RR O'Donnell,,,,,
919a3be2,Rishabh Pant,RR Pant,2016,Wicketkeeper Batter,04 October 1997,111,Indian
7fa6bd8e,RR Patel,RR Patel,,,,,
5d096f3d,Ramesh Powar,RR Powar,2008,Bowler,20 May 1978,27,Indian
cad00a4d,Rilee Rossouw,RR Rossouw,2014,Batter,09 October 1989,22,South African
36d33dd0,Ramnaresh Sarwan,RR Sarwan,,N/A,23 June 1980,4,West Indian
c4d9634c,RRS Cornwall,RRS Cornwall,,,,,
626c5379,Rajagopal Sathish,R Sathish,2010,All-rounder,14 January 1981,34,Indian
7ca5e05d,Ravi Bopara,RS Bopara,,All-rounder,04 May 1985,24,English
237ec05b,Rajeshwari Gayakwad,RS Gayakwad,,N/A,01 June 1991,0,Indian
5d9a1a73,Rahul Sharma,R Sharma,2010,Bowler,30 November 1986,44,Indian
c5aef772,R Shepherd,R Shepherd,,,,,
de4b0555,Rahul Shukla,R Shukla,2012,Bowler,19 March 2012,7,Indian
39a2dfa8,Rahul Tewatia,R Tewatia,2014,Bowler,20 May 1993,93,Indian
1be67d37,RTM Mendis,RTM Mendis,,,,,
7d415ea5,Ricky Ponting,RT Ponting,2008,Batter,19 December 1974,10,Australian
f56cd097,Rubel Hossain,Rubel Hossain,,,,,
a92763ea,Rumana Ahmed,Rumana Ahmed,,,,,
1c790f4f,Rumman Raees,Rumman Raees,,,,,
efe3fcc5,R Vasconcelos,R Vasconcelos,,,,,
b2570b38,Raiphi Gomez,RV Gomez,2011,All-rounder,16 October 1985,13,Indian
41eb4a4f,Vinay Kumar,R Vinay Kumar,2008,Bowler,12 February 1984,105,Indian
1c17e270,Robin Uthappa,RV Uthappa,2008,Batter,11 November 1985,205,Indian
2f0d7e4a,Dasun shanaka,RW Chakabva,,All-rounder,09 September 1991,3,Sri Lankan
67af6f81,Ray Price,RW Price,,N/A,12 June 1976,1,Zimbabwean
1a2676c5,Sean Abbott,SA Abbott,,All-rounder,29 February 1992,3,Australian
4cbf2e06,Saad Ali,Saad Ali,,,,,
3fbb43a9,Saad Nasim,Saad Nasim,,,,,
7147f314,Sabbir Rahman,Sabbir Rahman,,,,,
77851c2d,SACA King,SACA King,,,,,
a7cd72b2,SA Campbelle,SA Campbelle,,,,,
dc9dd038,Sachin Baby,Sachin Baby,2013,Batter,18 December 1988,19,Indian
53bb50f0,Sadia Iqbal,Sadia Iqbal,,,,,
3cfbddce,Sadia Yousuf,Sadia Yousuf,,,,,
b59db04f,SA Edwards,SA Edwards,,,,,
05d74535,Saeed Ajmal,Saeed Ajmal,,,,,
f021a841,Saeed Sarkar,Saeed Sarkar,,,,,
3c4007d3,Sagar Pun,Sagar Pun,,,,,
1aba45cd,Sahibzada Farhan,Sahibzada Farhan,,,,,
131e5b97,Saif Ali,Saif Ali,,,,,
e5d452d7,Saif Badar,Saif Badar,,,,,
bb95564b,Saif Hassan,Saif Hassan,,,,,
feb9238a,Saifullah Bangash,Saifullah Bangash,,,,,
e00af84b,Saleh Ahmed Shawon,Saleh Ahmed Shawon,,,,,
2927279e,Salindu Ushan,Salindu Ushan,,,,,
037f2b86,Salma Khatun,Salma Khatun,,N/A,01 October 1990,0,Bangladeshi
73cbe848,Salman Fayyaz,Salman Fayyaz,,,,,
3be224b0,Sameen Gul,Sameen Gul,,,,,
96a2336e,Sami Aslam,Sami Aslam,,,,,
45de8d3e,Samiullah Khan,Samiullah Khan,,,,,
61646132,Samiullah Shenwari,Samiullah Shenwari,,,,,
981b9303,Sammu Ashan,Sammu Ashan,,,,,
b287e7b1,Sana Mir,Sana Mir,,,,,
ce820073,Sandeep Sharma,Sandeep Sharma,2013,Bowler,18 May 1993,127,Indian
38ef872f,Sandeep Sunar,Sandeep Sunar,,,,,
95a2ea61,Srikkanth Anirudha,S Anirudha,2008,Batter,14 April 1987,20,Indian
12755a62,Sanjida Islam,Sanjida Islam,,,,,
01dbf7cf,Sanjit Saha,Sanjit Saha,,,,,
7e4c8ba3,SA Northeast,SA Northeast,,,,,
b21ed464,SA Patterson,SA Patterson,,,,,
c020cef5,Saqlain Haider,Saqlain Haider,,,,,
f3c150bb,Saqlain Sajib,Saqlain Sajib,,,,,
957532de,Sreenath Aravind,S Aravind,2011,Bowler,08 April 1984,38,Indian
2254ab79,Sarfraz Ahmed,Sarfraz Ahmed,,,,,
d07c1b2f,Saud Shakeel,Saud Shakeel,,,,,
5d457861,SA Whitehead,SA Whitehead,,,,,
5f6eccd1,Maheesh Theekshana,SA Wisniewski,2022,Bowler,01 August 2000,27,Sri Lankan
271f83cd,Suryakumar Yadav,SA Yadav,2012,Batter,14 September 1990,150,Indian
0ec1f412,Sayed Shirzad,Sayed Shirzad,,,,,
ab01e323,SA Zaib,SA Zaib,,,,,
76388dc8,Samuel Badree,S Badree,2013,Bowler,09 March 1981,12,West Indian
3576e47e,Subramaniam Badrinath,S Badrinath,2008,Batter,30 August 1980,95,Indian
9a95bebb,S Bau,S Bau,,,,,
c8179c68,Shadab Jakati,SB Jakati,2009,Bowler,27 November 1980,59,Indian
57efa3be,Scott Styris,SB Styris,2008,All-rounder,10 July 1975,12,New Zealander
13bee186,SC Cook,SC Cook,,,,,
725529bc,Sourav Ganguly,SC Ganguly,2008,Batting All-rounder,08 July 1972,59,Indian
c8065f31,SC Getkate,SC Getkate,,,,,
881a9bdd,Shivnarine Chanderpaul,S Chanderpaul,,N/A,16 August 1974,3,West Indian
eba6a852,Stuart Broad,SCJ Broad,,N/A,24 June 1986,0,English
b20f423b,SC Kerrigan,SC Kerrigan,,,,,
fef92afc,Scott Kuggeleijn,SC Kuggeleijn,,Bowling all-rounder,03 January 1992,2,New Zealander
eb9cb105,SC Meaker,SC Meaker,,,,,
067bda18,S Conners,S Conners,,,,,
c29ada99,Shakera Selman,SC Selman,,N/A,01 September 1989,0,West Indian
afe57f7a,SC Williams,SC Williams,,,,,
facb9086,Siddharth Chitnis,SD Chitnis,2008,Batter,06 May 1987,11,Indian
e95cd1f5,S Dhamala,S Dhamala,,,,,
123e663a,S Dhaniram,S Dhaniram,,,,,
0a476045,Shikhar Dhawan,S Dhawan,2008,Batter,05 December 1985,222,Indian
1fc6ef83,SD Hope,SD Hope,,,,,
9601c534,Siddhesh Lad,SD Lad,2019,Batter,23 May 1992,1,Indian
9295145b,SD Outerbridge,SD Outerbridge,,,,,
fdb8ed0d,SD Parry,SD Parry,,,,,
d83c5b99,Sushree Dibyadarshini,SD Pradhan,,N/A,08 September 1997,0,Indian
76cb1a7f,SD Robson,SD Robson,,,,,
a4e37e47,Shivam Dube,S Dube,2019,All-rounder,26 June 1993,65,Indian
8879d882,SEA Ruck,SEA Ruck,,,,,
4f629497,Shane Bond,SE Bond,,N/A,07 June 1975,8,New Zealander
cdb82f1c,Sophie Ecclestone,S Ecclestone,,N/A,06 May 1999,0,English
508a1ea7,Shaun Marsh,SE Marsh,2008,Batter,09 July 1983,71,Australian
d014d5ac,Sherfane Rutherford,SE Rutherford,2019,Batter,15 August 1998,10,West Indian
1f7825dd,SF Daley,SF Daley,,,,,
de69af96,Sophie Devine,SFM Devine,,N/A,01 September 1989,0,New Zealander
3300d23c,SF Mire,SF Mire,,,,,
c35739a1,S Gajnabi,S Gajnabi,,,,,
51e1ed69,SG Borthwick,SG Borthwick,,,,,
b34e0c77,S Glenn,S Glenn,,,,,
7a8bd078,Shreyas Gopal,S Gopal,,All-rounder,04 September 1993,52,Indian
2d4465da,SG Whittingham,SG Whittingham,,,,,
9de62878,Shadab Khan,Shadab Khan,,,,,
246d11a2,Shadman Islam,Shadman Islam,,,,,
d8f59089,Shafali Verma,Shafali Verma,,N/A,28 January 2004,0,Indian
ba4d600a,Shafiqullah,Shafiqullah,,,,,
c2697434,Shafiul Hayet,Shafiul Hayet,,,,,
1a8eebbe,Shafiul Islam,Shafiul Islam,,,,,
090f9211,Shahadat Hossain,Shahadat Hossain,,,,,
f9e6e7ef,Shahbaz Ahamad,Shahbaz Ahmed,2020,Bowler,11 December 1994,55,Indian
45a7e761,Shaheen Shah Afridi,Shaheen Shah Afridi,,,,,
0dc00542,Shahid Afridi,Shahid Afridi,,N/A,01 March 1980,10,Pakistani
82b90140,Shahidullah,Shahidullah,,,,,
2cc08c3c,Shahid Wasif,Shahid Wasif,,,,,
7298fa49,Shahid Yousuf,Shahid Yousuf,,,,,
b9c225c2,Shahriar Nafees,Shahriar Nafees,,,,,
e9630504,Shaiman Anwar,Shaiman Anwar,,,,,
21d6eb6a,Shakeel Ansar,Shakeel Ansar,,,,,
7dc35884,Shakib Al Hasan,Shakib Al Hasan,2011,All-rounder,24 March 1987,71,Bangladeshi
724645f5,Shamima Sultana,Shamima Sultana,,,,,
02789d88,Shamsur Rahman,Shamsur Rahman,,,,,
3a61496b,Shankar Rana,Shankar Rana,,,,,
6843a783,Shan Masood,Shan Masood,,,,,
fccebff9,Shapoor Zadran,Shapoor Zadran,,,,,
7e678d00,Sharafuddin Ashraf,Sharafuddin Ashraf,,,,,
69c994e4,SHA Rance,SHA Rance,,,,,
ac387889,Sharif Asadullah,Sharif Asadullah,,,,,
193ef196,Sharjeel Khan,Sharjeel Khan,,,,,
84fdd3cf,Sharmin Akhter,Sharmin Akhter,,,,,
168b4c4f,S Hicks,S Hicks,,,,,
c38d3503,Shivam Mavi,Shivam Mavi,2018,Bowler,26 November 1998,32,Indian
6f49cc6e,Shivam Sharma,Shivam Sharma,,All-rounder,09 September 1993,5,Indian
210f4a5d,SH Lewis,SH Lewis,,,,,
10a91f35,Shoaib Akhtar,Shoaib Akhtar,,N/A,13 August 1975,3,Pakistani
64c34cd0,Shoaib Malik,Shoaib Malik,,N/A,01 February 1982,7,Pakistani
bb34fd31,Shoriful Islam,Shoriful Islam,,,,,
488b7e1b,SHT Kandamby,SHT Kandamby,,,,,
05d1a247,Shubham Mavi,Shubham Mavi,,,,,
b4b99816,Shubman Gill,Shubman Gill,2018,Batter,08 September 1999,103,Indian
bb01f9e0,Shuvagata Hom,Shuvagata Hom,,,,,
72c9ad99,Sidra Ameen,Sidra Ameen,,,,,
ca3ded6f,Sidra Nawaz,Sidra Nawaz,,,,,
26d041c4,Sikandar Raza,Sikandar Raza,,,,,
3b572f28,Sikander Zulfiqar,Sikander Zulfiqar,,,,,
e97aefe2,SI Mahmood,SI Mahmood,,,,,
2a242d58,Simandeep Singh,Simandeep Singh,,,,,
c9945bdf,Simi Singh,Simi Singh,,,,,
5838cb64,SIP Fernando,SIP Fernando,,,,,
3a9e9cb2,SIR Dunkley,SIR Dunkley,,,,,
108c4c09,S Ismail,S Ismail,,,,,
34304210,S Jafta,S Jafta,,,,,
364ee2cf,SJ Benn,SJ Benn,,,,,
679cd31e,SJ Cook,SJ Cook,,,,,
a5f488bc,SJ Coyte,SJ Coyte,,,,,
ab474682,SJ Croft,SJ Croft,,,,,
a9e9ef75,SJ Loftie-Eaton,SJ Loftie-Eaton,,,,,
af71535d,SJ McGlashan,SJ McGlashan,,,,,
0e0d43b4,SJ Mullaney,SJ Mullaney,,,,,
18261c22,SJ Myburgh,SJ Myburgh,,,,,
e6f36f83,SJ Taylor,SJ Taylor,,,,,
dcf81436,Siddharth Kaul,S Kaul,2013,Bowler,19 May 1990,55,Indian
1da489ff,Shivil Kaushik,S Kaushik,,N/A,09 July 1995,10,Indian
bd8139a1,SK Dolawatte,SK Dolawatte,,,,,
1dc12ab9,Suresh Raina,SK Raina,2008,Batter,27 November 1986,205,Indian
4175d211,SK Springer,SK Springer,,,,,
3d7e087f,Siddharth Trivedi,SK Trivedi,2008,Bowler,04 September 1982,76,Indian
fb693839,Sarabjit Ladda,S Ladda,2010,Bowler,10 July 1986,9,Indian
b410bd3d,Sandeep Lamichhane,S Lamichhane,2018,Bowler,14 August 2000,9,Nepalese
4b15618c,S Laomi,S Laomi,,,,,
5ab09885,S Lateh,S Lateh,,,,,
a12e1d51,Lasith Malinga,SL Malinga,2009,Bowler,28 August 1983,122,Sri Lankan
386f410e,S Loubser,S Loubser,,,,,
3308d881,SL Quintyne,SL Quintyne,,,,,
6d76bc23,Sune Luus,S Luus,,N/A,05 January 1996,0,South African
0f6db197,S Mahmood,S Mahmood,,,,,
5d2eda89,Smriti Mandhana,S Mandhana,,N/A,18 July 1996,0,Indian
fec50c96,SMA Priyanjan,SMA Priyanjan,,,,,
e7ba1233,S Matsikenyeri,S Matsikenyeri,,,,,
d167edd3,Scott Boland,SM Boland,,N/A,11 April 1989,2,Australian
e94915e6,Sam Curran,SM Curran,2019,All-rounder,03 June 1998,59,English
8fc65c2b,SM Davies,SM Davies,,,,,
556302a7,SM Ervine,SM Ervine,,,,,
ade90de7,Sudhesan Midhun,S Midhun,,Bowler,07 October 1994,1,Indian
7e9b3b60,SM Kavanagh,SM Kavanagh,,,,,
99e23670,S Molineux,S Molineux,,,,,
c488b6ac,S Moseley,S Moseley,,,,,
94de63bf,S Mostary,S Mostary,,,,,
88fccd6c,Shaun Pollock,SM Pollock,,N/A,16 July 1973,13,South African
f43dd8c2,SM Sharif,SM Sharif,,,,,
4c4fa80b,Sachithra Senanayake,SMSM Senanayake,2013,Bowler,09 February 1985,8,Sri Lankan
da045dea,S Mukuddem,S Mukuddem,,,,,
7dfb8890,S Muthusamy,S Muthusamy,,,,,
9d80c5e1,Shahbaz Nadeem,S Nadeem,2011,Bowler,12 August 1989,72,Indian
287686fd,Sumit Narwal,S Narwal,2010,Bowling All-rounder,16 April 1982,7,Indian
3540beff,SNJ O'Keefe,SNJ O'Keefe,,,,,
f088b960,Sarfaraz Khan,SN Khan,2015,Batter,22 October 1997,50,Indian
1abb78f8,Shardul Thakur,SN Thakur,2015,allRounder,16 October 1991,95,Indian
dc2f959a,SO Dowrich,SO Dowrich,,,,,
5a4c12ab,Sohag Gazi,Sohag Gazi,,,,,
b98b5e1c,Sohaib Maqsood,Sohaib Maqsood,,,,,
5af743d0,Sohail Khan,Sohail Khan,,,,,
64d43928,Sohail Tanvir,Sohail Tanvir,,N/A,12 December 1984,11,Pakistani
48a1d7b7,Shimron Hetmyer,SO Hetmyer,2019,Batter,26 December 1996,72,West Indian
1adb8ee8,Sompal Kami,Sompal Kami,,,,,
49118dc7,SO Ngoche,SO Ngoche,,,,,
00d69fa4,SO Tikolo,SO Tikolo,,,,,
4d9f9686,Soumya Sarkar,Soumya Sarkar,,,,,
5463cb7a,Shikha Pandey,S Pandey,,N/A,12 May 1989,0,Indian
30a45b23,Steve Smith,SPD Smith,2012,All-rounder,02 June 1989,103,Australian
eea6b7f1,Stephen Fleming,SP Fleming,,N/A,01 April 1973,10,New Zealander
2d8aae2f,SP Gauchan,SP Gauchan,,,,,
541f85c9,Shreevats Goswami,SP Goswami,2008,Wicketkeeper Batter,18 May 1989,31,Indian
acc1aeda,Sheldon Jackson,SP Jackson,,Wicketkeeper Batter,27 September 1986,9,Indian
9a6b71d1,SP Khakurel,SP Khakurel,,,,,
9d430b40,Sunil Narine,SP Narine,2012,Bowler,26 May 1988,177,West Indian
f5c198fb,SP Patil,SP Patil,,,,,
f78e7113,S Prasanna,S Prasanna,,,,,
7f87204d,SP Terry,SP Terry,,,,,
c4c374d9,S Rana,Sneh Rana,,,,,
90edaaa9,Sachin Rana,S Rana,2011,Bowler,18 September 1984,11,Indian
f5f18a18,Suraj Randiv,S Randiv,2011,Bowler,30 January 1985,8,Sri Lankan
5597338d,S Ravikumar,S Ravikumar,,,,,
a3bfec5d,SR Clark,SR Clark,,,,,
2344bdd1,SR Dickson,SR Dickson,,,,,
67b9536c,SR Hain,SR Hain,,,,,
23638956,SR Harmer,SR Harmer,,,,,
18fac429,SR Patel,SR Patel,,,,,
92cf79a8,Stafanie Taylor,SR Taylor,,N/A,11 June 1991,0,West Indian
